COFs,b'pore_diameter_\xc3\x85',b'void_fraction',b'surface_area_m\xc2\xb2g\xe2\x81\xbb\xc2\xb9',b'crystal_density',b'B',b'O',b'C',b'H',b'Si',b'N',b'S',b'P',b'halogens',b'metals',gcmc_y,henry_y
b'15160N2_ddec.cif',7.40845,0.4035,5366.82,820.1269776815375,0.0,0.02631578947368421,0.4473684210526316,0.5,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,3.963919510353724,3.95362857967382
b'15161N2_ddec.cif',15.54098,0.61244,5992.0,513.480475089043,0.0,0.0,0.48936170212765956,0.48936170212765956,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,3.3494155949330624,3.3331527993661525
b'15162N2_ddec.cif',10.41823,0.45838,3308.45,853.900904952553,0.0,0.05,0.55,0.35,0.0,0.05,0.0,0.0,0.0,0.0,4.626913354423366,4.520075592580572
b'15163N2_ddec.cif',18.25392,0.63258,4494.16,531.4305640699658,0.0,0.0,0.5862068965517241,0.3793103448275862,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,3.147405757986379,3.1284302508773516
b'15170N2_ddec.cif',10.78469,0.46906,3546.24,813.559797232808,0.0,0.0,0.6296296296296297,0.3333333333333333,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,4.270924904484697,4.261670022900745
b'15171N2_ddec.cif',7.61354,0.49918,5263.23,715.9265142517929,0.0,0.0,0.5789473684210527,0.3684210526315789,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,4.659670661047433,4.552426123434526
b'15180N2_ddec.cif',23.38247,0.6628,2767.04,611.4330484873597,0.026845637583892617,0.10738255033557047,0.5637583892617449,0.21476510067114093,0.0,0.08053691275167785,0.0,0.0,0.0,0.006711409395973154,3.3458776452834242,3.3733090727959483
b'15181N2_ddec.cif',29.26242,0.69724,2961.27,534.4323677411412,0.022598870056497175,0.0903954802259887,0.5875706214689266,0.22598870056497175,0.0,0.06779661016949153,0.0,0.0,0.0,0.005649717514124294,2.773081151564947,2.7661213420749657
b'15182N2_ddec.cif',27.72885,0.70198,4016.5,509.54014779665255,0.029197080291970802,0.11678832116788321,0.5547445255474452,0.20437956204379562,0.0,0.08759124087591241,0.0,0.0,0.0,0.0072992700729927005,2.430230821219833,2.426686954727553
b'15183N2_ddec.cif',23.85134,0.67414,3058.93,578.7453677766366,0.026845637583892617,0.10738255033557047,0.5637583892617449,0.21476510067114093,0.0,0.08053691275167785,0.0,0.0,0.0,0.006711409395973154,2.9405101266007,2.9284688811687842
b'15184N2_ddec.cif',29.13002,0.69592,2918.44,534.6159261511705,0.022598870056497175,0.0903954802259887,0.5875706214689266,0.22598870056497175,0.0,0.06779661016949153,0.0,0.0,0.0,0.005649717514124294,2.78936092881349,2.7749182433046857
b'15185N2_ddec.cif',24.08857,0.6807,2941.8,569.6789962882098,0.029197080291970802,0.11678832116788321,0.5547445255474452,0.20437956204379562,0.0,0.08759124087591241,0.0,0.0,0.0,0.0072992700729927005,2.831364906814953,2.8410673398203015
b'15186N2_ddec.cif',37.71892,0.77426,3267.17,379.96861016585143,0.03333333333333333,0.13333333333333333,0.5666666666666667,0.23333333333333334,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,2.6474547804074384,2.648734694732012
b'15190N2_ddec.cif',7.48822,0.38862,2908.1,1100.2937606844498,0.0,0.16666666666666666,0.5,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,5.6352688485673434,5.512355662197943
b'15200N3_ddec.cif',8.26864,0.66634,4585.42,573.0329095391484,0.0,0.13793103448275862,0.5172413793103449,0.27586206896551724,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,3.47101430668614,3.4032204939196817
b'15210N2_ddec.cif',19.44775,0.64306,3328.29,583.7209588339128,0.0625,0.125,0.5625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,4.031892239615868,4.055094147401695
b'15211N2_ddec.cif',23.61007,0.78262,4864.37,348.66869191468163,0.0625,0.125,0.5625,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.409256718425572,3.4426738973890845
b'15220N2_ddec.cif',11.89015,0.54084,3959.7,733.9183349739244,0.0,0.0,0.5882352941176471,0.29411764705882354,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,4.02859958645403,3.97920978360094
b'15240N2_ddec.cif',25.43054,0.66744,4126.47,489.91848096711993,0.0,0.0,0.5185185185185185,0.4074074074074074,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,2.5662276663251316,2.5425531250481987
b'15242N2_ddec.cif',12.56355,0.47872,3436.13,788.1671209642817,0.0,0.0,0.5121951219512195,0.4146341463414634,0.0,0.07317073170731707,0.0,0.0,0.0,0.0,3.890915268982825,3.839435361203953
b'15250N2_ddec.cif',23.8164,0.7042,5076.19,422.4802426595392,0.0,0.0,0.5625,0.375,0.0,0.0625,0.0,0.0,0.0,0.0,2.7820217292747915,2.7727583896169707
b'15251N2_ddec.cif',23.77963,0.70756,4970.66,423.95938059304245,0.0,0.0,0.5531914893617021,0.3617021276595745,0.0,0.0851063829787234,0.0,0.0,0.0,0.0,2.763294303485439,2.757582771533488
b'15252N2_ddec.cif',22.16218,0.6913,4439.45,457.9016489743882,0.0,0.0,0.5434782608695652,0.34782608695652173,0.0,0.10869565217391304,0.0,0.0,0.0,0.0,2.8372481135036236,2.8202370058820967
b'15253N2_ddec.cif',19.91137,0.66976,4252.8,499.10159721869076,0.0,0.0,0.5333333333333333,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,2.8181181799992863,2.805505269410504
b'16000N2_ddec.cif',29.71623,0.72488,3413.32,444.5616187073478,0.04,0.08,0.64,0.24,0.0,0.0,0.0,0.0,0.0,0.0,2.783603717508744,2.763997979489329
b'16001N2_ddec.cif',33.35495,0.74938,3688.87,393.675014214948,0.037037037037037035,0.07407407407407407,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,2.671120345095324,2.670062113765127
b'16002N2_ddec.cif',31.62427,0.73662,3546.21,417.34979676075653,0.038461538461538464,0.07692307692307693,0.6538461538461539,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,2.7303777467549506,2.727602376171715
b'16010N2_ddec.cif',12.20025,0.52508,2942.24,806.2212606640369,0.1,0.1,0.5,0.2,0.0,0.1,0.0,0.0,0.0,0.0,4.870990027657603,4.747843012887005
b'16011N2_ddec.cif',25.21522,0.70184,3504.05,466.8808424806319,0.05,0.05,0.55,0.3,0.0,0.05,0.0,0.0,0.0,0.0,3.011540429930336,2.997854617709566
b'16020N2_ddec.cif',15.10313,0.57286,3381.7,720.9990276378102,0.0,0.15,0.4,0.35,0.0,0.1,0.0,0.0,0.0,0.0,3.755089119742015,3.765805533038762
b'16030N2_ddec.cif',23.61725,0.70428,4264.58,441.7353282113721,0.0,0.0,0.5555555555555556,0.35555555555555557,0.0,0.08888888888888889,0.0,0.0,0.0,0.0,3.1091899744100564,3.096665225519336
b'16031N2_ddec.cif',20.5771,0.68,4928.37,458.82590287820886,0.0,0.0,0.5087719298245614,0.40350877192982454,0.0,0.08771929824561403,0.0,0.0,0.0,0.0,3.2930383854800764,3.2886710428562833
b'16032N2_ddec.cif',19.72142,0.65082,4081.3,529.4259788738882,0.0,0.03389830508474576,0.4915254237288136,0.3898305084745763,0.0,0.0847457627118644,0.0,0.0,0.0,0.0,3.7232263378260124,3.78480267804216
b'16040N2_ddec.cif',6.88647,0.42928,5075.43,836.1538918155248,0.0,0.0,0.5833333333333334,0.3611111111111111,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,8.154222204607914,8.124910921699056
b'16041N2_ddec.cif',12.77232,0.51648,4601.66,706.8352298510607,0.0,0.0,0.5689655172413793,0.3793103448275862,0.0,0.05172413793103448,0.0,0.0,0.0,0.0,6.043673569880431,6.398801740841286
b'16050N2_ddec.cif',13.57867,0.55838,2618.84,810.6431240071156,0.042105263157894736,0.08421052631578947,0.5473684210526316,0.21052631578947367,0.0,0.10526315789473684,0.0,0.0,0.0,0.010526315789473684,3.5780487013297404,3.5732736821214965
b'16051N2_ddec.cif',18.33212,0.63932,2999.84,614.4663528003297,0.061855670103092786,0.12371134020618557,0.5567010309278351,0.2268041237113402,0.0,0.020618556701030927,0.010309278350515464,0.0,0.0,0.0,3.3828397586890167,3.3606393856407575
b'16052N2_ddec.cif',22.87778,0.65474,2894.2,587.6230059198718,0.04819277108433735,0.0963855421686747,0.5943775100401606,0.24899598393574296,0.0,0.008032128514056224,0.004016064257028112,0.0,0.0,0.0,4.054647144301589,4.0985119321022285
b'16053N2_ddec.cif',22.74923,0.65864,2957.66,573.4514157535731,0.04838709677419355,0.0967741935483871,0.5967741935483871,0.25806451612903225,0.0,0.0,0.0,0.0,0.0,0.0,3.9531283287067973,3.997379471701057
b'16054N2_ddec.cif',17.84282,0.62492,2868.07,651.6583972918021,0.06153846153846154,0.12307692307692308,0.5538461538461539,0.2153846153846154,0.0,0.03076923076923077,0.015384615384615385,0.0,0.0,0.0,3.6119284062492762,3.6036486010117605
b'16055N2_ddec.cif',18.7246,0.6591,3171.73,567.5133188089037,0.05454545454545454,0.10909090909090909,0.5818181818181818,0.2545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,3.300590513541668,3.291862193781358
b'16056N2_ddec.cif',20.37076,0.66184,3104.71,569.8341692465145,0.05454545454545454,0.10909090909090909,0.5636363636363636,0.2545454545454545,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,3.6847742213702244,3.6721711231135177
b'16057N2_ddec.cif',21.28633,0.6579,2821.88,612.7308236559758,0.06217616580310881,0.12435233160621761,0.5595854922279793,0.19689119170984457,0.0,0.010362694300518135,0.046632124352331605,0.0,0.0,0.0,3.6385437994598875,3.635828019731034
b'16058N2_ddec.cif',20.13351,0.64184,2992.04,621.3149779000895,0.057692307692307696,0.11538461538461539,0.5576923076923077,0.21153846153846154,0.0,0.038461538461538464,0.019230769230769232,0.0,0.0,0.0,3.585720843773297,3.5914124084510264
b'16060N2_ddec.cif',10.02023,0.63438,5697.01,519.7086077354774,0.0,0.03361344537815126,0.5126050420168067,0.42016806722689076,0.0,0.03361344537815126,0.0,0.0,0.0,0.0,4.1584690439742396,4.117805670988802
b'16061N2_ddec.cif',23.771,0.91574,6336.97,117.9733418774836,0.0,0.025157232704402517,0.5345911949685535,0.41509433962264153,0.0,0.025157232704402517,0.0,0.0,0.0,0.0,1.5785311749523048,1.575101592848727
b'16070N2_ddec.cif',15.14494,0.59844,5080.45,617.7979353434148,0.0,0.13043478260869565,0.391304347826087,0.391304347826087,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,4.309922684184808,4.356334041073415
b'16080N2_ddec.cif',17.23016,0.67426,4030.9,491.8906382307939,0.0,0.0,0.5606060606060606,0.36363636363636365,0.0,0.07575757575757576,0.0,0.0,0.0,0.0,3.5584569523058005,3.618097502836861
b'16110N3_ddec.cif',22.92042,0.8736,5946.51,176.97048057359746,0.04878048780487805,0.04878048780487805,0.4634146341463415,0.3902439024390244,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,1.8084094062437857,1.8037535458661353
b'16111N3_ddec.cif',16.1985,0.86536,5920.59,193.17606808219102,0.04878048780487805,0.04878048780487805,0.4634146341463415,0.3902439024390244,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,1.8096612415366908,1.801322934724302
b'16112N3_ddec.cif',25.09536,0.87358,5574.88,189.80634334704217,0.04878048780487805,0.04878048780487805,0.4634146341463415,0.34146341463414637,0.0,0.04878048780487805,0.0,0.0,0.04878048780487805,0.0,1.8044627052555053,1.798152386019885
b'16113N3_ddec.cif',16.21366,0.85976,5527.5,215.55918519731424,0.04878048780487805,0.04878048780487805,0.4634146341463415,0.34146341463414637,0.0,0.04878048780487805,0.0,0.0,0.04878048780487805,0.0,1.8153135777694624,1.810094877867459
b'16120N2_ddec.cif',13.10985,0.54482,3398.81,761.3167272149033,0.0,0.08695652173913043,0.4782608695652174,0.30434782608695654,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,3.5783590680869923,3.5683049761104715
b'16121N2_ddec.cif',11.60295,0.4863,3220.05,888.6080890474353,0.0,0.11864406779661017,0.4610169491525424,0.2983050847457627,0.0,0.10847457627118644,0.013559322033898305,0.0,0.0,0.0,4.094653866939662,4.093112967730542
b'16130N3_ddec.cif',31.65411,0.91172,5015.66,144.58793123561367,0.04240282685512368,0.08480565371024736,0.6042402826855123,0.254416961130742,0.0,0.0,0.0,0.0,0.0,0.014134275618374558,1.6868129950115687,1.684115988898696
b'16140N2_ddec.cif',25.23873,0.64646,4876.55,533.7242786473574,0.0,0.05128205128205128,0.5384615384615384,0.358974358974359,0.0,0.05128205128205128,0.0,0.0,0.0,0.0,4.283464017890198,4.349008720270501
b'16141N2_ddec.cif',25.76358,0.71716,4064.41,428.4823068317307,0.0,0.045454545454545456,0.5454545454545454,0.36363636363636365,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,3.0710862312845717,3.089310985314432
b'16142N2_ddec.cif',26.58854,0.7315,4413.78,388.7374558765142,0.0,0.0,0.5714285714285714,0.38095238095238093,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,2.8778952421098802,2.879050338605447
b'16150N2_ddec.cif',22.12505,0.67542,5281.34,494.71660474380883,0.0,0.05555555555555555,0.5555555555555556,0.3333333333333333,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,2.783130162324557,2.760889234646054
b'16160N2_ddec.cif',15.19576,0.58484,2700.19,740.6643000985359,0.0,0.0625,0.5625,0.25,0.0,0.125,0.0,0.0,0.0,0.0,4.712457847844323,4.779353845438361
b'16170N2_ddec.cif',18.04129,0.63334,4663.66,541.3540657584244,0.0,0.0,0.5957446808510638,0.3617021276595745,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,3.8286867044844306,3.868872897976825
b'16171N2_ddec.cif',17.48621,0.61194,4046.9,639.6851435372057,0.0,0.0,0.5957446808510638,0.2765957446808511,0.0,0.0425531914893617,0.0,0.0,0.0851063829787234,0.0,3.8470297348402753,3.905961422986706
b'16172N2_ddec.cif',25.46093,0.71656,4945.68,411.42886128255236,0.0,0.0,0.6101694915254238,0.3559322033898305,0.0,0.03389830508474576,0.0,0.0,0.0,0.0,3.3727820759173492,3.396729410267961
b'16173N2_ddec.cif',32.18576,0.75346,4703.89,370.1536771863957,0.0,0.0,0.6111111111111112,0.3194444444444444,0.0,0.05555555555555555,0.013888888888888888,0.0,0.0,0.0,3.151892769920098,3.1989728078092172
b'16174N2_ddec.cif',28.50367,0.7403,4938.71,371.68663648031577,0.0,0.02531645569620253,0.5822784810126582,0.3670886075949367,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,3.2172074868160734,3.267789180853278
b'16190N2_ddec.cif',8.77775,0.4968,5004.29,727.6429317226665,0.0,0.0,0.5660377358490566,0.36792452830188677,0.0,0.0660377358490566,0.0,0.0,0.0,0.0,6.7935776057436374,6.7582677770331765
b'16191N2_ddec.cif',7.34615,0.51762,4981.59,699.7983773675168,0.0,0.0,0.5735294117647058,0.375,0.0,0.051470588235294115,0.0,0.0,0.0,0.0,6.23478414792392,6.3919513039375815
b'16200N2_ddec.cif',12.45711,0.53452,4180.29,878.8846034055183,0.0,0.25,0.375,0.25,0.0,0.0625,0.0625,0.0,0.0,0.0,3.269922129934961,3.2467580347114993
b'16201N2_ddec.cif',10.63824,0.4893,3580.45,914.6431130531407,0.0,0.17857142857142858,0.42857142857142855,0.2857142857142857,0.0,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,3.847624429766661,3.8273611050957843
b'16210N2_ddec.cif',18.18744,0.58236,3068.84,719.377738709481,0.0,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,3.3261184254951135,3.3110641308403133
b'16211N2_ddec.cif',18.15626,0.57262,2694.14,774.8498488881224,0.0,0.15789473684210525,0.5263157894736842,0.21052631578947367,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,3.5622671208354078,3.581221484811827
b'16230N2_ddec.cif',10.83695,0.47888,3483.96,844.9782555140382,0.0,0.05263157894736842,0.5263157894736842,0.3157894736842105,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,4.312807769395057,4.19947499041
b'16250N3_ddec.cif',22.75045,0.90128,5845.44,146.64594601002037,0.0,0.0,0.6,0.3652173913043478,0.0,0.034782608695652174,0.0,0.0,0.0,0.0,1.791405334441229,1.7876170551419068
b'16251N3_ddec.cif',11.66813,0.79728,5845.28,294.39926833151446,0.0,0.0,0.6,0.3652173913043478,0.0,0.034782608695652174,0.0,0.0,0.0,0.0,2.2508420723665625,2.234128344519407
b'16260N2_ddec.cif',9.91963,0.3121,3966.57,1030.7020836409843,0.0,0.0625,0.375,0.46875,0.0,0.0625,0.03125,0.0,0.0,0.0,3.6542459117421617,3.6163628554350997
b'16271N2_ddec.cif',30.00226,0.68208,5079.02,456.3337014732486,0.0,0.0,0.574468085106383,0.3829787234042553,0.0,0.0425531914893617,0.0,0.0,0.0,0.0,4.129958532976802,4.201046005575113
b'16272N2_ddec.cif',39.84009,0.7354,5461.22,375.0220146925806,0.0,0.0,0.5789473684210527,0.38596491228070173,0.0,0.03508771929824561,0.0,0.0,0.0,0.0,3.42532772462934,3.4827157991763844
b'16273N2_ddec.cif',28.32721,0.68264,5104.95,494.6265874185019,0.0,0.0,0.5675675675675675,0.32432432432432434,0.0,0.05405405405405406,0.05405405405405406,0.0,0.0,0.0,3.537354772562271,3.552691085737091
b'16290N3_ddec.cif',5.76965,0.30222,3553.49,1066.6894232151215,0.0,0.0,0.5757575757575758,0.36363636363636365,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,15.247330032392677,17.385009915212535
b'16310N2_ddec.cif',8.01662,0.425,5023.84,841.4148337359785,0.0,0.025,0.5625,0.3625,0.0,0.05,0.0,0.0,0.0,0.0,5.458234765008668,5.534635596286975
b'16311N2_ddec.cif',7.66374,0.41698,4199.27,879.1106465871621,0.0,0.02564102564102564,0.5512820512820513,0.34615384615384615,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,7.687603838450033,8.737806654975332
b'16312N2_ddec.cif',17.3372,0.63858,4811.75,543.9527371041637,0.0,0.018518518518518517,0.5555555555555556,0.35185185185185186,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,3.5826246965608437,3.5804369661526927
b'16330N2_ddec.cif',20.37559,0.6749,4521.44,468.6687759373582,0.0,0.0,0.5625,0.375,0.0,0.0625,0.0,0.0,0.0,0.0,3.2348180388030867,3.2477017998098425
b'16331N2_ddec.cif',26.20869,0.72268,4228.81,414.6651319292304,0.0,0.0,0.55,0.35,0.0,0.1,0.0,0.0,0.0,0.0,2.662225516301482,2.642287913491011
b'16332N3_ddec.cif',17.07413,0.83236,4675.93,284.8237140106499,0.0,0.13793103448275862,0.5172413793103449,0.27586206896551724,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,2.0485841076980713,2.0416596380323266
b'16340N2_ddec.cif',13.26533,0.521,4028.17,767.0236889937115,0.0,0.04878048780487805,0.5365853658536586,0.3170731707317073,0.0,0.0975609756097561,0.0,0.0,0.0,0.0,3.7579012413473687,3.7225988955536913
b'16350N2_ddec.cif',25.77398,0.7096,3046.14,509.8543559996933,0.05263157894736842,0.10526315789473684,0.5789473684210527,0.21052631578947367,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,3.045853066762846,3.0282628581156668
b'16351N2_ddec.cif',19.89966,0.6335,3240.21,614.2899492579285,0.038461538461538464,0.11538461538461539,0.5,0.3076923076923077,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,4.498776005750538,4.514764963752328
b'16360N2_ddec.cif',19.17221,0.65774,3957.75,544.1105231346397,0.0,0.06896551724137931,0.5172413793103449,0.3103448275862069,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,2.9006915100586617,2.8954896228335913
b'16361N2_ddec.cif',29.01215,0.7533,4226.08,383.3391056856188,0.0,0.047619047619047616,0.5238095238095238,0.3333333333333333,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,2.6109979514225845,2.6025318406486346
b'16370N2_ddec.cif',5.54476,0.32982,3567.79,1094.2593624200533,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,14.992345956579042,14.953579818605947
b'16380N2_ddec.cif',35.46056,0.78468,4522.78,319.6302012645666,0.0,0.0,0.5384615384615384,0.34615384615384615,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,2.4069993311669635,2.391230945544809
b'16390N2_ddec.cif',15.19423,0.58934,4059.37,647.4663441232514,0.0,0.0,0.5882352941176471,0.3333333333333333,0.0,0.0392156862745098,0.0392156862745098,0.0,0.0,0.0,4.0441193465085155,4.050892060445836
b'16400N2_ddec.cif',26.54706,0.6864,4930.09,478.50451574896664,0.05714285714285714,0.11428571428571428,0.5428571428571428,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,4.388753786716354,4.393824732559834
b'16420N2_ddec.cif',12.36771,0.52606,4047.22,742.7510327351665,0.0,0.08333333333333333,0.4583333333333333,0.375,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,3.847915222660356,3.882747862334637
b'16430N2_ddec.cif',7.76763,0.43766,5691.46,776.3092858305623,0.0,0.034482758620689655,0.4482758620689655,0.4827586206896552,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,3.9346540121679805,3.8943069809866144
b'16440N2_ddec.cif',22.84724,0.68282,4079.61,470.813286294805,0.0,0.04,0.52,0.4,0.0,0.04,0.0,0.0,0.0,0.0,3.766956674190791,3.8217256693861286
b'16450N2_ddec.cif',17.71082,0.67828,5182.95,471.8084917211325,0.0,0.0,0.5660377358490566,0.3584905660377358,0.0,0.07547169811320754,0.0,0.0,0.0,0.0,3.3104696051782123,3.309782057014137
b'16460N2_ddec.cif',27.17822,0.71374,4137.54,439.8038395706455,0.0,0.047619047619047616,0.5238095238095238,0.3333333333333333,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,2.6749608558156797,2.6775019850877695
b'16480N2_ddec.cif',16.93456,0.61828,4038.02,582.4754717424889,0.0,0.0,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,3.0979034280292583,3.090236260090602
b'16481N2_ddec.cif',16.59499,0.61052,3735.02,604.7348524084047,0.0,0.0,0.5555555555555556,0.3333333333333333,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,3.591056641607913,3.5644564685925415
b'16490N2_ddec.cif',10.92852,0.52964,3891.99,818.8016651262668,0.0,0.0,0.375,0.375,0.0,0.1875,0.0,0.0625,0.0,0.0,4.3554296195824325,4.261607264546673
b'16500N2_ddec.cif',9.39674,0.43836,2981.34,1035.2202390543466,0.0,0.0,0.5,0.16666666666666666,0.0,0.25,0.08333333333333333,0.0,0.0,0.0,3.7308320928954473,3.6801115645243847
b'16510N2_ddec.cif',10.04647,0.47964,4636.93,781.1822035526733,0.0,0.0,0.5714285714285714,0.3333333333333333,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,4.53830567460599,4.495304313654383
b'17000N2_ddec.cif',21.21011,0.60202,3241.45,660.1668979277182,0.0,0.05333333333333334,0.6133333333333333,0.28,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,4.010100246792302,4.071106899832685
b'17020N2_ddec.cif',19.19797,0.63974,3352.12,595.3235756381982,0.0,0.0625,0.5,0.3125,0.0,0.125,0.0,0.0,0.0,0.0,3.2669075533196086,3.270570422305181
b'17030N2_ddec.cif',26.20175,0.71458,3943.78,435.9613826442985,0.0,0.045454545454545456,0.5454545454545454,0.36363636363636365,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,2.8751693432645204,2.8816327994733584
b'17040N2_ddec.cif',13.04871,0.53602,4624.95,700.4458420142661,0.0,0.0,0.5945945945945946,0.35135135135135137,0.0,0.05405405405405406,0.0,0.0,0.0,0.0,3.927741473927518,3.8999499023492925
b'17050N2_ddec.cif',23.00191,0.6702,4155.55,494.1135333792221,0.0,0.0,0.52,0.4,0.0,0.04,0.04,0.0,0.0,0.0,3.6057738025785904,3.622256406689928
b'17060N2_ddec.cif',11.16891,0.49794,4314.88,751.4664209413344,0.0,0.0,0.5779816513761468,0.3577981651376147,0.0,0.06422018348623854,0.0,0.0,0.0,0.0,4.869236292355504,4.922549092134325
b'17061N2_ddec.cif',8.10864,0.4212,4433.05,876.7444540355943,0.0,0.0,0.569620253164557,0.34177215189873417,0.0,0.08860759493670886,0.0,0.0,0.0,0.0,5.7523432862048605,5.6760446922987375
b'17070N2_ddec.cif',25.37192,0.70664,3875.42,462.745109005852,0.0,0.047619047619047616,0.5238095238095238,0.3333333333333333,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,2.7612631428926093,2.7613278183018206
b'17091N3_ddec.cif',4.25762,0.25696,3779.17,1112.2060287428756,0.0,0.0,0.550561797752809,0.3595505617977528,0.0,0.0898876404494382,0.0,0.0,0.0,0.0,12.493999419418008,11.988720964779546
b'17100N2_ddec.cif',25.69906,0.6841,3345.58,534.2185992423224,0.0,0.09523809523809523,0.5714285714285714,0.23809523809523808,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,2.918732974704145,2.9237801446613214
b'17110N2_ddec.cif',26.01652,0.73634,6264.48,353.2439130479874,0.0,0.029411764705882353,0.47058823529411764,0.47058823529411764,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,2.792100282751095,2.8076993631811034
b'17120N2_ddec.cif',4.42631,0.2565,4483.85,1149.0953806387445,0.0,0.0,0.3333333333333333,0.47619047619047616,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,18.170979513751256,17.508435556234446
b'17130N2_ddec.cif',29.1927,0.64006,3821.69,533.8735813839413,0.0,0.0,0.575,0.375,0.0,0.05,0.0,0.0,0.0,0.0,3.3921736050355102,3.4035653537302006
b'17131N2_ddec.cif',21.63801,0.56554,3698.07,649.8575808306616,0.0,0.0,0.5666666666666667,0.36666666666666664,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,3.805385764824088,3.8088545841722246
b'17140N2_ddec.cif',18.20795,0.64254,4233.86,528.6404890413453,0.0,0.0,0.5757575757575758,0.36363636363636365,0.0,0.06060606060606061,0.0,0.0,0.0,0.0,3.7248805308133397,3.7415200442605623
b'17150N2_ddec.cif',24.93045,0.69006,5127.0,447.45069691682096,0.0,0.04216867469879518,0.5,0.41566265060240964,0.0,0.04216867469879518,0.0,0.0,0.0,0.0,3.3254599676545515,3.3494844151009846
b'17151N2_ddec.cif',21.53852,0.64876,4090.48,524.4506686478468,0.0,0.05421686746987952,0.5,0.4036144578313253,0.0,0.04216867469879518,0.0,0.0,0.0,0.0,4.042781180274002,4.121703491715057
b'17152N2_ddec.cif',23.16777,0.67378,4786.2,477.5677457607125,0.0,0.05325443786982249,0.4970414201183432,0.40828402366863903,0.0,0.04142011834319527,0.0,0.0,0.0,0.0,3.3176398456748326,3.338698743698322
b'17153N2_ddec.cif',19.70608,0.65352,4475.02,504.38435458924425,0.0,0.03932584269662921,0.4887640449438202,0.42696629213483145,0.0,0.0449438202247191,0.0,0.0,0.0,0.0,3.671486044633049,3.715992159340964
b'17154N2_ddec.cif',19.6165,0.64284,5049.88,512.4030718787187,0.0,0.05660377358490566,0.46226415094339623,0.44339622641509435,0.0,0.03773584905660377,0.0,0.0,0.0,0.0,2.9138701064969856,2.9029710888495566
b'17155N2_ddec.cif',19.49115,0.6433,5055.57,519.4314943552578,0.0,0.07339449541284404,0.45871559633027525,0.43119266055045874,0.0,0.03669724770642202,0.0,0.0,0.0,0.0,3.281439588818584,3.306662412090156
